Module	Section	Sample Name	Source
featureCounts	all_sections	SRX4105560	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105560_all.txt.summary
featureCounts	all_sections	SRX7119039	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX7119039_all.txt.summary
featureCounts	all_sections	SRX3312491	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312491_all.txt.summary
featureCounts	all_sections	SRX2356917	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX2356917_all.txt.summary
featureCounts	all_sections	SRX3211341	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211341_all.txt.summary
featureCounts	all_sections	SRX3312461	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312461_all.txt.summary
featureCounts	all_sections	post_uv_control_1	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/post_uv_control_1_all.txt.summary
featureCounts	all_sections	SRX3176806	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3176806_all.txt.summary
featureCounts	all_sections	SRX3312466	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312466_all.txt.summary
featureCounts	all_sections	UV_control_3	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/UV_control_3_all.txt.summary
featureCounts	all_sections	SRX259779	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX259779_all.txt.summary
featureCounts	all_sections	SRX4105519	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105519_all.txt.summary
featureCounts	all_sections	SRX4105510	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105510_all.txt.summary
featureCounts	all_sections	SRX3211357	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211357_all.txt.summary
featureCounts	all_sections	SRX3211308	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211308_all.txt.summary
featureCounts	all_sections	SRX3312464	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312464_all.txt.summary
featureCounts	all_sections	SRX15630047	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX15630047_all.txt.summary
featureCounts	all_sections	SRX15630048	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX15630048_all.txt.summary
featureCounts	all_sections	SRX3176801	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3176801_all.txt.summary
featureCounts	all_sections	SRX3211353	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211353_all.txt.summary
featureCounts	all_sections	SRX10864016	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX10864016_all.txt.summary
featureCounts	all_sections	SRX4105522	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105522_all.txt.summary
featureCounts	all_sections	SRX3211325	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211325_all.txt.summary
featureCounts	all_sections	SRX4105508	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105508_all.txt.summary
featureCounts	all_sections	SRX3312481	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312481_all.txt.summary
featureCounts	all_sections	SRX15947816	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX15947816_all.txt.summary
featureCounts	all_sections	SRX4105512	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105512_all.txt.summary
featureCounts	all_sections	SRX3211301	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211301_all.txt.summary
featureCounts	all_sections	SRX3312485	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312485_all.txt.summary
featureCounts	all_sections	SRX3211310	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211310_all.txt.summary
featureCounts	all_sections	SRX3176798	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3176798_all.txt.summary
featureCounts	all_sections	SRX3312484	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312484_all.txt.summary
featureCounts	all_sections	SRX3312463	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312463_all.txt.summary
featureCounts	all_sections	SRX3211334	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211334_all.txt.summary
featureCounts	all_sections	SRX259793	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX259793_all.txt.summary
featureCounts	all_sections	SRX4105506	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105506_all.txt.summary
featureCounts	all_sections	SRX4105514	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105514_all.txt.summary
featureCounts	all_sections	SRX2356918	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX2356918_all.txt.summary
featureCounts	all_sections	SRX4105547	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105547_all.txt.summary
featureCounts	all_sections	SRX15630045	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX15630045_all.txt.summary
featureCounts	all_sections	SRX4105538	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105538_all.txt.summary
featureCounts	all_sections	SRX259783	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX259783_all.txt.summary
featureCounts	all_sections	SRX3312488	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312488_all.txt.summary
featureCounts	all_sections	SRX4105568	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105568_all.txt.summary
featureCounts	all_sections	SRX359377	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX359377_all.txt.summary
featureCounts	all_sections	SRX3312493	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312493_all.txt.summary
featureCounts	all_sections	SRX259789	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX259789_all.txt.summary
featureCounts	all_sections	SRX3211349	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211349_all.txt.summary
featureCounts	all_sections	SRX3312472	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312472_all.txt.summary
featureCounts	all_sections	SRX3211355	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211355_all.txt.summary
featureCounts	all_sections	SRX4105549	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105549_all.txt.summary
featureCounts	all_sections	SRX259781	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX259781_all.txt.summary
featureCounts	all_sections	SRX4105531	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105531_all.txt.summary
featureCounts	all_sections	SRX3176787	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3176787_all.txt.summary
featureCounts	all_sections	SRX3211302	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3211302_all.txt.summary
featureCounts	all_sections	SRX3176809	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3176809_all.txt.summary
featureCounts	all_sections	SRX2356913	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX2356913_all.txt.summary
featureCounts	all_sections	SRX5055969	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX5055969_all.txt.summary
featureCounts	all_sections	SRX3176813	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3176813_all.txt.summary
featureCounts	all_sections	SRX359366	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX359366_all.txt.summary
featureCounts	all_sections	SRX359379	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX359379_all.txt.summary
featureCounts	all_sections	SRX3312477	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX3312477_all.txt.summary
featureCounts	all_sections	SRX15947813	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX15947813_all.txt.summary
featureCounts	all_sections	SRX4105529	/home/annie/Documents/modulome-nextflow/aws_results/featureCounts/SRX4105529_all.txt.summary
