Sample	Top over-represented sequence	Sum of remaining over-represented sequences
SRX3211337	0.5157252303450272	4.454802570348616
SRX3211338	1.2089492317538582	3.674307552647175
SRX3211339	0.4525475586682315	3.773908623434494
SRX3211340	0.7447651756471064	2.8438914724052315
SRX3211341	0.430582163360807	3.3052997600967715
SRX3211342	0.8287788180963103	2.794038070102075
SRX3211343	0.9200667489260983	4.283232151070484
SRX3211344	0.4113482316239228	3.75515162329752
SRX3211345	0.8662077869823944	3.926296069859698
SRX3211346	0.44492455025306005	3.8886405692117445
SRX3211347	0.34062189321018366	5.17639352502376
SRX3211348	0.38416515533363166	2.5173116329462752
SRX3211349	0.9456789110442515	5.380334817130128
SRX3211350	0.43020716964828787	3.050299466346213
SRX3211351	0.48289069522866757	6.29821659239721
SRX3211352	0.5530562627761381	6.343410868877553
SRX3211353	0.917802763717275	9.540113200572124
SRX3211354	0.611726297914972	10.181253695274787
SRX3211355	0.9794985824656011	5.699410117904092
SRX3211356	0.4566714164485915	4.293609500561834
SRX3211357	1.2593846615638602	4.090589824403423
SRX3211358	0.5281382798629799	3.6551993548442265
SRX3211359	1.1417884987174465	4.3680738952981475
SRX3211360	0.43752885471338293	4.202145084140678
SRX3312459	1.2049865933658241	4.738756134167523
SRX3312460	1.037755321701371	4.491854011054095
SRX3312461	1.0687114590438531	4.9055507712377
SRX3312462	1.1437553101104503	6.358129296362092
SRX3312463	1.5240286513373449	9.43019647952467
SRX3312464	0.7750167234737576	8.87542853354365
SRX3312465	0.7763216305582699	12.787281686512154
SRX3312466	1.484004283882775	21.03617887942928
SRX3312467	1.3723891100602084	19.162163054951847
SRX3312468	1.1437141038212137	2.9660123274318027
SRX3312469	0.8849257616025126	3.7022530650055625
SRX3312470	0.9955374264920219	5.433295383101754
SRX3312471	0.8463224439546672	5.7495209047949105
SRX3312472	1.3008488918265166	7.69409820653858
SRX3312473	0.9396771340027523	10.195827813465623
SRX3312474	5.211910078123396	17.163267873062548
SRX3312475	1.6754529981248667	20.96013013737054
SRX3312476	2.2064558342536302	22.981966646446143
SRX3312477	1.1090206532734543	4.427525137584309
SRX3312478	0.6244925621418841	3.522361494280415
SRX3312479	1.0452198892049227	6.0201863095607315
SRX3312480	1.531764760257766	6.437637739467026
SRX3312481	0.7327841305004612	6.942360957103247
SRX3312482	7.726016083291359	8.240447319506552
SRX3312483	1.1816002174184292	12.327947992158803
SRX3312484	1.08817745971633	13.247348408306346
SRX3312485	1.4246048469097763	13.328907677340789
SRX3312486	0.908244285259872	9.066137171198063
SRX3312487	0.6321804893512974	4.791790743659262
SRX3312488	1.0698877176522643	4.869827484932735
SRX3312489	0.774271981969976	6.241571997777127
SRX3312490	0.9458215836509107	7.4965166027918055
SRX3312491	1.565095718748594	10.816834689484951
SRX3312492	0.9912417154769683	12.57696782429627
SRX3312493	1.6106514452289606	16.19676137458436
SRX3312494	2.790960169208389	22.881043876400913
SRX359366	1.9578403664303121	44.06673132670511
SRX359367	2.1150108285212585	44.774308586477325
SRX359368	2.1319575852534163	47.77933619322774
SRX359369	2.4186093936041493	48.00279918015962
SRX359370	2.0372279550987877	44.586818234592144
SRX359371	2.0641266315761198	47.18659891728157
SRX359372	1.7017042707077827	47.130801595322325
SRX359373	1.4350852432904067	46.86373730418388
SRX359374	1.5598233599287978	45.399537223747025
SRX359375	2.1694650932480455	49.030321590986865
SRX359376	1.825502121367404	46.751959893309525
SRX359377	2.0394933791111356	49.32377263107825
SRX359378	1.7287271306321659	44.173595088621916
SRX359379	1.3643630867991878	44.63206381081814
SRX359380	1.2654075649064074	45.55650057093835
SRX359381	1.728311400625158	46.56461795419932
SRX359382	1.8074851894760071	43.92987509662852
SRX359383	1.7390740413175263	44.37200437413162
SRX4105497	0.2893550001782679	8.805378478982878
SRX4105498	0.4158746293220932	12.538086589118757
SRX4105499	0.5426117869629489	14.595253181901164
SRX4105500	0.4899701700887979	21.39154108747365
SRX4105501	0.47479789290565	13.390271163828995
SRX4105502	1.226098938776018	21.78592732030424
SRX4105503	0.2838936566749761	6.936033643046363
SRX4105504	0.37723272856253137	10.026631876852319
SRX4105505	0.5200472607445629	14.620708093551732
SRX4105506	0.8997211009649323	28.781701973717837
SRX4105507	1.0373791470068203	29.4538643250364
SRX4105508	0.5535468970006081	20.978075203075363
SRX4105509	0.4888171902180537	13.46637142908556
SRX4105510	0.9690951806932521	20.657574602081226
SRX4105511	1.7263159961396097	11.843551117347397
SRX4105512	2.4703792513216767	5.985852889954008
SRX4105513	1.2974231877038496	11.265999724704262
SRX4105514	1.3235550471686288	6.633769212935028
SRX4105515	1.3986674612091696	23.656062942051875
SRX4105516	1.1284849765631009	8.723328296030832
SRX4105517	0.8249112583632088	22.68106207406429
SRX4105518	0.8249538246741491	22.700114370299872
SRX4105519	1.3762247363609486	26.422401927632215
SRX4105520	1.042697592735624	25.014463556243417
SRX4105521	1.398298639629315	27.61460151813153
SRX4105522	0.584071262124278	15.617163266923809
SRX4105523	0.9373439392109566	25.534337634944407
SRX4105524	0.929547204737647	26.568843933143647
SRX4105525	1.2822090300876703	17.337451720096396
SRX4105526	0.5169436191995384	2.338128065387451
SRX4105527	0.4603325568827642	2.708448446426764
SRX4105528	0.5468629183520664	1.9228117214169371
SRX4105529	0.6018580013604949	3.174962561471926
SRX4105530	0.7780681779115092	4.445512185618892
SRX4105531	0.9437577608173854	29.099309961269096
SRX4105532	0.9523974872220385	29.486552471126544
SRX4105533	1.3041974208221467	17.915977181581486
SRX4105534	1.2916472489953184	18.302502295997453
SRX4105535	1.434919825190715	18.329199006324536
SRX4105536	0.44954744828565657	2.4862856057741034
SRX4105537	0.5197156254327941	1.8749793907578267
SRX4105538	0.6107110516893899	3.0334583667897106
SRX4105539	0.8043186600033163	5.264759743021171
SRX4105540	4.245023604474576	3.1988835887731906
SRX4105541	3.400827189354433	7.446862075166339
SRX4105542	1.0834914911951448	3.2384804686054443
SRX4105543	1.700038564270805	3.835594347652705
SRX4105544	1.2524435472623998	4.361510259943788
SRX4105545	1.6356757826022452	5.181373867544125
SRX4105546	1.8171329226938902	5.193948312691447
SRX4105547	0.8147719802444876	23.617092724126323
SRX4105548	0.5820610113283802	13.653378546368764
SRX4105549	1.0939406778040037	23.041087420572822
SRX4105550	1.1883271905984683	19.542666142208468
SRX4105551	0.7516611517675296	13.105992975853834
SRX4105552	0.44949503343664193	10.062443597755026
SRX4105553	1.3189337605841946	22.604090603961474
SRX4105554	0.49020979740897935	16.029722348153967
SRX4105555	1.4996700880638576	3.9721337560652588
SRX4105556	2.9834485810129445	6.25373011463028
SRX4105557	1.1872650876159114	4.2580406437452485
SRX4105558	1.1153634109862416	4.190420139156915
SRX4105559	1.7639090614420279	4.8037923457851335
SRX4105560	5.696552857321869	16.233287718864386
SRX4105561	0.42394283792693566	13.055014425072637
SRX4105562	0.74991323440409	21.655770751795078
SRX4105563	0.6352410969997769	16.216795446427458
SRX4105564	0.26674221137728144	6.086800271344778
SRX4105565	0.537463434507923	2.1978166721308776
SRX4105566	0.35787034829262593	9.727949554471618
SRX4105567	0.4797075160897076	17.480762409892108
SRX4105568	0.3968141632296066	13.74624635476028
SRX5055969	0.9688335496653911	4.323826696070679
SRX5055970	0.8902829770703172	5.475595761719163
SRX5055971	1.635515453209125	6.8875639483188245
SRX5055972	2.2026921210120256	3.482268828493386
SRX689242	11.192567892667741	32.62211675216982
SRX7119038	1.5501851202272618	4.833631261083599
SRX7119039	1.8920634512947194	7.090965629784279
SRX7119040	1.929938869306963	8.449218016754212
SRX7119041	4.624719400436125	3.993269834570623
SRX8650808	2.072812539101183	5.984088886608691
UV_control_1	0.0	0.0
UV_control_2	0.7307331914940527	4.461719929888771
UV_control_3	2.5638344653790943	9.69286454214646
UV_exposure_2	0.3731056357317122	3.149059864039823
UV_exposure_3	0.9348529739897699	10.291485314345593
dark_4h_0110_KO_1	0.5307234762698788	0.920855718236426
dark_4h_0110_KO_2	0.7965192083566676	1.530351156768242
dark_4h_0616_KO_1	0.0	0.0
dark_4h_0616_KO_2	0.13315871177218586	0.11354631284892422
dark_4h_1684_KO_1	0.9058640928629634	5.028982814768504
dark_4h_1684_KO_2	0.5400988622236965	0.8313586959440967
km_LL_1	0.22753954843919605	1.2229899495348053
km_LL_2	0.1878754122929018	0.3198989001240998
km_dark_4h_1	0.3806055841103036	1.82469948556943
km_dark_4h_2	0.14955876596100814	0.11472480589820927
light_0110_KO_1	0.6001076953719048	2.1563391641352454
light_0110_KO_2	0.47302052076681966	2.3562030549710817
light_0616_KO_1	0.0	0.0
light_0616_KO_2	0.17958254372845	0.0
light_1684_KO_1	0.3183797764275539	1.3505972623692974
light_1684_KO_2	0.6405262438206839	4.444406513892151
post_uv_2hrs_1	3.0001128024491104	10.936138485247834
post_uv_2hrs_2	0.0	0.0
post_uv_2hrs_3	0.10127281866421142	0.0
post_uv_control_1	0.8580101454735158	7.640920357442951
post_uv_control_2	0.0	0.0
wt_LL_1	0.2049915042409909	1.6133775789070077
wt_LL_2	0.25943011395175075	1.5279587010248752
wt_dark_4h_1	0.21534175132712713	0.8243232916292365
wt_dark_4h_2	0.21507601604754353	0.8617026252787083
