Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX4105508	11263183.0	215991.0	275285.0	10389809.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	370109.0	11902.0	87.0	1.9176728283647704	11263183.0	873374.0	7.75	10389809.0	92.25	SRX4105508_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11263183.0	0.0	20-50	54.0	4.975557500979103	49.36568002135808	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	11279273	3637260	11279273	563963650	2015775	556089451	1.3962245616361977	0.069	0.7586	0.1724		
SRX4105509	10780922.0	769840.0	2332134.0	7183940.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	447009.0	47709.0	290.0	7.140762172289159	10780922.0	3596982.0	33.36	7183940.0	66.64	SRX4105509_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10780922.0	0.0	20-50	54.0	6.998799396595828	49.40488614981168	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	10788879	3295892	10788879	539443950	1866693	532699323	1.2502924539240825	0.0368	0.7263	0.2368		
SRX4105510	16259600.0	925505.0	3965969.0	10761606.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	545197.0	60954.0	369.0	5.692052695023247	16259600.0	5497994.0	33.81	10761606.0	66.19	SRX4105510_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16259600.0	0.0	20-50	54.0	4.9127956096252285	49.400382973750894	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	2.6	16270034	4929051	16270034	813501700	2850437	803341154	1.248988908074808	0.0784	0.7124	0.2092		
SRX4105511	3259774.0	1286042.0	335286.0	570699.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	984088.0	82830.0	829.0	39.45187611165682	3259774.0	2689075.0	82.49	570699.0	17.51	SRX4105511_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3259774.0	0.0	20-75	54.0	23.203059079507728	73.18243473320543	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	3268961	340002	3268961	242840345	788703	241250105	0.6548500003160513	0.0266	0.3926	0.5808		
SRX4105512	4482753.0	2366138.0	405538.0	692696.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	898661.0	118096.0	1624.0	52.78314464348136	4482753.0	3790057.0	84.55	692696.0	15.45	SRX4105512_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4482753.0	0.0	20-75	56.0	28.006615981328707	72.97845274990614	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	4494136	387871	4494136	333181978	1604993	330877155	0.6917610051525657	0.0398	0.4746	0.4857		
SRX4105513	4075617.0	763867.0	736900.0	2240659.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	287086.0	46755.0	350.0	18.74236465300837	4075617.0	1834958.0	45.02	2240659.0	54.98	SRX4105513_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4075617.0	0.0	20-75	55.0	16.92613621342588	73.15609783745627	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	4078338	459582	4078338	302549057	388745	301495272	0.3483021928572727	0.062	0.5775	0.3605		
SRX4105514	5145687.0	1685850.0	952324.0	1654640.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	752037.0	99835.0	1001.0	32.76238916203026	5145687.0	3491047.0	67.84	1654640.0	32.16	SRX4105514_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5145687.0	0.0	20-75	55.0	21.15445747642835	73.0886686267548	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	5148588	485820	5148588	381425833	471030	380275804	0.3015078949830857	0.0419	0.4656	0.4925		
SRX4105515	3472019.0	142220.0	737224.0	2519221.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63992.0	9269.0	93.0	4.096175740973767	3472019.0	952798.0	27.44	2519221.0	72.56	SRX4105515_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3472019.0	0.0	20-75	55.0	11.9827459438394	73.08608391831957	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	3473283	397753	3473283	257347134	241703	256574318	0.3003009934433542	0.0213	0.5745	0.4043		
SRX4105516	4798203.0	1191575.0	925853.0	2154942.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	457560.0	67611.0	662.0	24.83377631167335	4798203.0	2643261.0	55.09	2154942.0	44.91	SRX4105516_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4798203.0	0.0	20-75	55.0	18.92811501294439	73.3877732976283	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	4800151	488481	4800151	357077910	359046	356056297	0.2861036685243285	0.0463	0.6429	0.3108		
SRX4105517	18311303.0	300287.0	1095343.0	16257672.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	639697.0	18135.0	169.0	1.6398996838182405	18311303.0	2053631.0	11.22	16257672.0	88.78	SRX4105517_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18311303.0	0.0	20-50	54.0	5.459936564839167	48.91129271357696	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	2.6	18332347	6077415	18332347	916617350	10231207	895799386	2.27117280727885	0.0144	0.7122	0.2734		
SRX4105518	14559724.0	486000.0	2705551.0	10592347.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	742624.0	33033.0	169.0	3.337975362719788	14559724.0	3967377.0	27.25	10592347.0	72.75	SRX4105518_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14559724.0	0.0	20-50	53.0	2.2611009612666	49.54314106503667	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	15136095	5127891	15136095	756804750	808219	721405237	4.677496144150787	0.0	0.7238	0.2762		
SRX4105519	2353976.0	97521.0	405814.0	1758182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86284.0	6162.0	13.0	4.142820487549575	2353976.0	595794.0	25.31	1758182.0	74.69	SRX4105519_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2353976.0	0.0	20-50	54.0	3.317493466373489	49.521300557015024	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	2411178	780667	2411178	120558900	164143	116602720	3.281532927058889	0.0	0.9815	0.0185		
SRX4105520	13620440.0	160010.0	671481.0	12345351.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	433393.0	10133.0	72.0	1.1747784946741808	13620440.0	1275089.0	9.36	12345351.0	90.64	SRX4105520_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13620440.0	0.0	20-50	54.0	5.421381642839356	48.97049955801722	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	fail	2.6	13630567	4475491	13630567	681528350	7562828	667130905	2.1125232721426777	0.0364	0.6364	0.3273		
SRX4105521	9670967.0	74150.0	428854.0	8867448.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	295881.0	4594.0	40.0	0.7667278773673821	9670967.0	803519.0	8.31	8867448.0	91.69	SRX4105521_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9670967.0	0.0	20-50	54.0	5.775074025274593	48.90919863546221	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	fail	2.6	9680868	3263730	9680868	484043400	5615017	473103413	2.2601252284402595	0.1071	0.5714	0.3214		
SRX4105522	17825907.0	787275.0	1867167.0	14382535.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	745004.0	43494.0	432.0	4.41646531646328	17825907.0	3443372.0	19.32	14382535.0	80.68	SRX4105522_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17825907.0	0.0	20-50	54.0	7.011248386616216	48.98315838851846	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	17852537	5726644	17852537	892626850	9741833	873322909	2.1625991868830745	0.052	0.6734	0.2746		
SRX4105523	11029356.0	119346.0	583492.0	9958347.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	360893.0	7216.0	62.0	1.0820758709756038	11029356.0	1071009.0	9.71	9958347.0	90.29	SRX4105523_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11029356.0	0.0	20-50	54.0	5.903034343807506	48.96810384939973	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	2.6	11049972	3596555	11049972	552498600	6232871	540197484	2.226451976529895	0.0	0.8409	0.1591		
SRX4105524	13276464.0	78536.0	366211.0	12408724.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	418153.0	4801.0	39.0	0.5915430494143621	13276464.0	867740.0	6.54	12408724.0	93.46	SRX4105524_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13276464.0	0.0	20-50	54.0	4.3328005547631685	48.97365036353053	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	13300347	4357458	13300347	665017350	7438296	650323788	2.209500549121012	0.0882	0.8235	0.0882		
SRX4105525	12280213.0	1932859.0	2238356.0	3072671.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4923886.0	111233.0	1208.0	15.739621128721463	12280213.0	9207542.0	74.98	3072671.0	25.02	SRX4105525_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12280213.0	0.0	20-50	52.0	9.370652886926552	49.427890542289454	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	fail	2.6	12315401	4111795	12315401	615770050	1218992	607015717	1.4216886644616769	0.0212	0.6471	0.3317		
SRX4105526	21743377.0	9455692.0	3168488.0	5055541.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3611228.0	444087.0	8341.0	43.48768822800616	21743377.0	16687836.0	76.75	5055541.0	23.25	SRX4105526_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21743377.0	0.0	20-50	55.0	14.907658487739043	49.439199531885045	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	21900022	6719335	21900022	1095001100	2333639	1075032321	1.8236309534300923	0.0769	0.3928	0.5302		
SRX4105527	17804954.0	6820948.0	5278825.0	2985032.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2347380.0	369420.0	3349.0	38.309270554700674	17804954.0	14819922.0	83.23	2985032.0	16.77	SRX4105527_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17804954.0	0.0	20-50	55.0	12.620054140083235	49.467914491663386	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	17827079	5272409	17827079	891353950	1869677	880821484	1.1816255484142972	0.0448	0.5801	0.3751		
SRX4105528	17323537.0	7358125.0	3322964.0	4345134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1928430.0	359925.0	8959.0	42.47472672584127	17323537.0	12978403.0	74.92	4345134.0	25.08	SRX4105528_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17323537.0	0.0	20-50	55.0	13.943764136085404	49.452463720313006	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	17358360	5276238	17358360	867918000	1983878	856742758	1.2875919153652764					
SRX4105529	20868876.0	10211412.0	2821358.0	3627669.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3679247.0	523660.0	5530.0	48.93129845613152	20868876.0	17241207.0	82.62	3627669.0	17.38	SRX4105529_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20868876.0	0.0	20-50	55.0	12.935010912405332	49.46296882496211	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	2.6	20916749	6365035	20916749	1045837450	2207312	1032290084	1.295360574437261	0.0421	0.6477	0.3102		
SRX4105530	24433720.0	13234104.0	2297271.0	2793599.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5442080.0	659229.0	7437.0	54.16327927143308	24433720.0	21640121.0	88.57	2793599.0	11.43	SRX4105530_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24433720.0	0.0	20-50	55.0	7.65881691133117	49.44508470261589	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	2.6	24558709	7540347	24558709	1227935450	2636810	1208200763	1.6071436816976006	0.0295	0.6011	0.3694		
SRX4105531	5192752.0	43328.0	165063.0	4820531.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161206.0	2610.0	14.0	0.8343937857998995	5192752.0	372221.0	7.17	4820531.0	92.83	SRX4105531_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5192752.0	0.0	20-50	54.0	3.056715870073492	49.51830590022401	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	5339157	1796576	5339157	266957850	419672	257177202	3.663742422258795	0.0	0.8333	0.1667		
SRX4105532	3052717.0	25053.0	94531.0	2838296.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93285.0	1546.0	6.0	0.8206787592823049	3052717.0	214421.0	7.02	2838296.0	92.98	SRX4105532_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3052717.0	0.0	20-50	54.0	4.452139120541445	49.52137751386716	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	3156162	1070630	3156162	157808100	159814	151199821	4.187541070452023	0.0	0.6364	0.3636		
SRX4105533	16182366.0	2554429.0	2932895.0	3888438.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6655260.0	149790.0	1554.0	15.785262797788654	16182366.0	12293928.0	75.97	3888438.0	24.03	SRX4105533_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16182366.0	0.0	20-50	52.0	8.206652866442317	49.41807841943508	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	fail	2.6	16257562	5368377	16257562	812878100	1602457	799740429	1.6161920219034072	0.0232	0.6394	0.3373		
SRX4105534	7692735.0	443097.0	1290516.0	5602633.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	329479.0	26603.0	407.0	5.7599410352754905	7692735.0	2090102.0	27.17	5602633.0	72.83	SRX4105534_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7692735.0	0.0	20-50	54.0	2.1451643596704857	49.46443040089123	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	warn	2.6	8244829	2955194	8244829	412241450	568766	380654030	7.662359037403929	0.0913	0.3498	0.5589		
SRX4105535	6680652.0	383592.0	1102825.0	4885142.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	285740.0	23024.0	329.0	5.741834779000612	6680652.0	1795510.0	26.88	4885142.0	73.12	SRX4105535_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6680652.0	0.0	20-50	54.0	2.370369427190392	49.44443701004034	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	7224940	2628371	7224940	361247000	745550	330464346	8.521220660656006	0.0752	0.3571	0.5677		
SRX4105536	15561205.0	5881855.0	4644988.0	2633501.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2072525.0	325511.0	2825.0	37.798197504627694	15561205.0	12927704.0	83.08	2633501.0	16.92	SRX4105536_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15561205.0	0.0	20-50	55.0	13.459326289822943	49.455787324953306	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	15590917	4626968	15590917	779545850	1702486	769637022	1.2711026554756208	0.0504	0.607	0.3427		
SRX4105537	9097860.0	3677635.0	1678075.0	2266030.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1286834.0	187200.0	2086.0	40.42307751493208	9097860.0	6831830.0	75.09	2266030.0	24.91	SRX4105537_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9097860.0	0.0	20-50	55.0	17.535825214811602	49.43734405673422	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	9117939	2787858	9117939	455896950	1018562	449800957	1.3371427468422414	0.0396	0.6123	0.3482		
SRX4105538	18425735.0	9237278.0	2401695.0	3153108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3178818.0	449600.0	5236.0	50.1324804682147	18425735.0	15272627.0	82.89	3153108.0	17.11	SRX4105538_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18425735.0	0.0	20-50	55.0	15.485644203563382	49.46708790721239	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	18452104	5564529	18452104	922605200	2062336	911525029	1.2009655917829207	0.0413	0.5817	0.3769		
SRX4105539	12025582.0	6404759.0	1154406.0	1415222.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2717041.0	330550.0	3604.0	53.25945139287229	12025582.0	10610360.0	88.23	1415222.0	11.77	SRX4105539_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12025582.0	0.0	20-50	54.0	13.674881593805123	49.44216546026629	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	2.6	12077848	3718258	12077848	603892400	1286890	594606455	1.5376820440197625	0.0276	0.6548	0.3177		
SRX4105540	17557688.0	6054953.0	1169864.0	7073209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2934735.0	321027.0	3900.0	34.48604964389389	17557688.0	10484479.0	59.71	7073209.0	40.29	SRX4105540_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17557688.0	0.0	20-50	52.0	5.671994280778125	49.37019674800008	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	2.6	18212672	6707518	18212672	910633600	2248767	866886643	4.80401305201126	0.0551	0.6036	0.3412		
SRX4105541	834150.0	450861.0	34546.0	137836.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187304.0	23248.0	355.0	54.05035065635677	834150.0	696314.0	83.48	137836.0	16.52	SRX4105541_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	834150.0	0.0	20-75	58.0	30.945407924952573	72.06117844512377	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	926185	151293	926185	68294666	1233672	60912558	10.809201409667924	0.0709	0.3617	0.5674		
SRX4105542	3026512.0	1619441.0	763231.0	122815.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	447376.0	72645.0	1004.0	53.50849426666737	3026512.0	2903697.0	95.94	122815.0	4.06	SRX4105542_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3026512.0	0.0	20-75	56.0	31.264105561648016	72.77986143785321	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	3073202	277427	3073202	226653348	327585	222713094	1.7384495021886903	0.0498	0.4382	0.512		
SRX4105543	2740879.0	1944206.0	38342.0	140579.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	512784.0	103858.0	1110.0	70.93366762998293	2740879.0	2600300.0	94.87	140579.0	5.13	SRX4105543_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2740879.0	0.0	20-75	57.0	28.03932512554543	72.7516559468696	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	2930160	428218	2930160	216170840	466748	201627954	6.727496641082581	0.0662	0.4253	0.5085		
SRX4105544	2538318.0	1841912.0	40298.0	100774.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	458156.0	96209.0	969.0	72.56427287676327	2538318.0	2437544.0	96.03	100774.0	3.97	SRX4105544_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2538318.0	0.0	20-75	56.0	32.92998848831963	73.00105108973737	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	2588064	272473	2588064	191453327	196682	187350751	2.142859601494416	0.057	0.4223	0.5207		
SRX4105545	3316244.0	2328581.0	82506.0	165888.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	622052.0	115955.0	1262.0	70.21742067230277	3316244.0	3150356.0	95.0	165888.0	5.0	SRX4105545_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3316244.0	0.0	20-75	57.0	32.24992371245117	72.80322678307145	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	3341653	307840	3341653	246682675	489680	244119845	1.0389177107796486	0.0626	0.4275	0.5098		
SRX4105546	3184302.0	2185496.0	131525.0	173473.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	586966.0	105539.0	1303.0	68.63343991870117	3184302.0	3010829.0	94.55	173473.0	5.45	SRX4105546_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3184302.0	0.0	20-75	57.0	31.803386208398827	73.02847908270007	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	3223445	304111	3223445	238706200	528861	235143659	1.4924375655094002	0.029	0.5445	0.4265		
SRX4105547	14484666.0	301339.0	771089.0	12909283.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	485533.0	17321.0	101.0	2.080400058931286	14484666.0	1575383.0	10.88	12909283.0	89.12	SRX4105547_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14484666.0	0.0	20-50	54.0	5.692076139975629	48.95350855863711	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	14501627	4707457	14501627	725081350	8007822	709204023	2.18973043507463	0.0822	0.5205	0.3973		
SRX4105548	17130163.0	490368.0	1505912.0	14428135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	678735.0	26734.0	279.0	2.86259973124599	17130163.0	2702028.0	15.77	14428135.0	84.23	SRX4105548_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17130163.0	0.0	20-50	54.0	6.312406111629483	49.00599865862339	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	17159377	5638278	17159377	857968850	9047658	839624954	2.1380608398545005	0.0778	0.4371	0.485		
SRX4105549	8364896.0	466013.0	1372019.0	6210356.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	294185.0	21977.0	346.0	5.571055515812749	8364896.0	2154540.0	25.76	6210356.0	74.24	SRX4105549_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8364896.0	0.0	20-50	54.0	1.9707314831621296	49.51759388281695	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	fail	2.6	8555852	2806619	8555852	427792600	843924	414333722	3.146122209687592	0.0	0.3333	0.6667		
SRX4105550	13741165.0	327927.0	1449051.0	11531609.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	409598.0	22854.0	126.0	2.3864570434893984	13741165.0	2209556.0	16.08	11531609.0	83.92	SRX4105550_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13741165.0	0.0	20-50	54.0	5.8646183267723	48.956154081549855	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	fail	2.6	13752960	4488408	13752960	687648000	7848356	672839431	2.153510080738983	0.0814	0.6047	0.314		
SRX4105551	4489656.0	625685.0	1044664.0	2476598.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300900.0	41520.0	289.0	13.936145664612166	4489656.0	2013058.0	44.84	2476598.0	55.16	SRX4105551_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4489656.0	0.0	20-50	54.0	3.776531247147864	49.51568583428218	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	4619401	1559129	4619401	230970050	344993	222368739	3.7239940849473774	0.0	0.82	0.18		
SRX4105552	16425543.0	955784.0	2846617.0	11911083.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	658182.0	53358.0	519.0	5.818888300983414	16425543.0	4514460.0	27.48	11911083.0	72.52	SRX4105552_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16425543.0	0.0	20-50	54.0	8.119888295310298	49.00723823863844	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	16450782	5248263	16450782	822539100	8922702	805113878	2.11846731662969	0.055	0.6284	0.3165		
SRX4105553	14528857.0	394617.0	1972376.0	11719135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	418638.0	23934.0	157.0	2.71609115569105	14528857.0	2809722.0	19.34	11719135.0	80.66	SRX4105553_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14528857.0	0.0	20-50	54.0	5.950760424832174	48.93454467891039	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	fail	2.6	14541575	4791639	14541575	727078750	8460920	711111880	2.196030347469239	0.0833	0.619	0.2976		
SRX4105554	13113365.0	410061.0	1285204.0	10930730.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465200.0	21906.0	264.0	3.127046337839296	13113365.0	2182635.0	16.64	10930730.0	83.36	SRX4105554_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13113365.0	0.0	20-50	55.0	6.731435509532621	49.00208207428071	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	13161952	4245043	13161952	658097600	7156954	642704482	2.3390326905917904	0.0575	0.4828	0.4598		
SRX4105555	3358472.0	2217348.0	66803.0	187547.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	779367.0	106029.0	1378.0	66.022524529012	3358472.0	3170925.0	94.42	187547.0	5.58	SRX4105555_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3358472.0	0.0	20-75	56.0	24.63358300131581	72.81908379763178	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	3504605	432784	3504605	258890338	516112	247293994	4.479249434175485	0.0248	0.37	0.6053		
SRX4105556	777456.0	488894.0	9585.0	99396.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156631.0	22603.0	347.0	62.8838159329917	777456.0	678060.0	87.22	99396.0	12.78	SRX4105556_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	777456.0	0.0	20-75	59.0	42.982658098079455	72.42507871828116	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		2.6	891757	171619	891757	65879686	664302	56999141	13.479944333675178	0.0423	0.4233	0.5344		
